month,year,house_value,mortgage_balance,homeowner_net_worth,homeowner_stock_portfolio,homeowner_stock_contribution,investor_net_worth,investor_stock_portfolio,investor_stock_contribution,stock_net_worth,gross_stock_portfolio,stock_loan_balance,monthly_rent,investment_property_rental_income,stock_contribution,renter_spendable_cash,homeowner_spendable_cash,investor_spendable_cash
214,17.833333333333332,2867339.2610537168,72294.89627567162,3209259.528068591,414215.16329054564,1000,4244797.436294953,1449753.0715169082,3500,1903141.7107252833,2038147.734700132,135006.0239748488,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
215,17.916666666666668,2876033.7469857787,65089.43463202473,3228501.5083992123,417557.1960454582,1000,4272394.498512857,1461450.1861591022,3500,1917725.8574675226,2052171.7183131373,134445.86084561475,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
216,18.0,2884754.5967620667,57854.61704572329,3247818.1048558,420918.12513945653,1000,4300113.41770444,1473213.4379880964,3500,1932392.9019584605,2066274.9955684012,133882.09360994067,7001.207095962124,10501.810643943187,2500,1069.99695151779,3500,4500.6035479810635
217,18.083333333333332,2893501.8903243155,50590.32391702314,3267209.6238224814,424298.05741518905,1000,4327954.767360453,1485043.2009531602,3500,1947143.3157248078,2080458.014803705,133314.69907889725,7141.231237881367,10711.84685682205,2500,929.9728095985474,3500,4570.615618940683
218,18.166666666666668,2902275.707856662,43296.435158915956,3286676.3730171546,427697.1003194082,1000,4355919.123815673,1496939.851117927,3500,1961977.572977441,2094721.2268917977,132743.65391435684,7141.231237881367,10711.84685682205,2500,929.9728095985474,3500,4570.615618940683
219,18.25,2911076.129786382,35972.83019514408,3306218.6614976237,431115.36190638575,1000,4384007.066263586,1508903.7666723486,3500,1976896.1506266943,2109065.085254728,132168.9346280336,7141.231237881367,10711.84685682205,2500,929.9728095985474,3500,4570.615618940683
220,18.333333333333332,2919903.2367846263,28619.387958207262,3325836.7996677672,434552.95084134827,1000,4412219.176771137,1520935.3279447176,3500,1991899.5282977412,2123490.0458782585,131590.51758051733,7141.231237881367,10711.84685682205,2500,929.9728095985474,3500,4570.615618940683
221,18.416666666666668,2928757.1097671613,21235.986887361254,3345531.099283731,438009.9764039312,1000,4440556.040293558,1533034.9174137579,3500,2006988.188346061,2137996.5673263622,131008.37898030125,7141.231237881367,10711.84685682205,2500,929.9728095985474,3500,4570.615618940683
222,18.5,2937637.82989511,13822.504926608297,3365301.8734601545,441486.548491653,1000,4469018.244689286,1545202.919720784,3500,2022162.6158729957,2152585.110755799,130422.49488280316,7141.231237881367,10711.84685682205,2500,929.9728095985474,3500,4570.615618940683
223,18.583333333333332,2946545.4785756953,6378.819522679389,3385149.4366764245,444982.77762340853,1000,4497606.380734945,1557439.7216819285,3500,2037423.2987413951,2167256.139930776,129832.84118938081,7141.231237881367,10711.84685682205,2500,929.9728095985474,3500,4570.615618940683
224,18.666666666666668,2955480.137462988,0.0,3403978.9124059705,448498.7749429827,1000,4525225.849763426,1569745.7123004382,3500,2052770.7275913504,2182010.121237691,129239.3936463405,7141.231237881367,10711.84685682205,2500,929.9728095985474,4595.192376991663,5665.807995932346
225,18.75,2964441.888458654,0.0,3416476.5406812374,452034.6522225835,1000,4546563.171237695,1582121.282779041,3500,2068205.3958560193,2196847.523699959,128642.12784393955,7141.231237881367,10711.84685682205,2500,929.9728095985474,11000.0,12070.615618940683
226,18.833333333333332,2973430.813712705,0.0,3429021.3355791,455590.52186639514,1000,4567997.6402450865,1594566.8265323818,3500,2083727.7997775376,2211768.8189929198,128041.01921538229,7141.231237881367,10711.84685682205,2500,929.9728095985474,11000.0,12070.615618940683
227,18.916666666666668,2982446.995624253,0.0,3441613.4925384047,459166.4969141516,1000,4589529.734823782,1607082.7391995294,3500,2099338.438423026,2226774.4814588353,127436.0430358095,7141.231237881367,10711.84685682205,2500,929.9728095985474,11000.0,12070.615618940683
228,19.0,2991490.5168422638,0.0,3454253.2078869934,462762.6910447298,1000,4611159.935498817,1619669.4186565531,3500,2115037.813700686,2241864.9881219678,126827.17442128151,7141.231237881367,10711.84685682205,2500,929.9728095985474,11000.0,12070.615618940683
229,19.083333333333332,3000561.460266316,0.0,3466940.6788460794,466379.2185797636,1000,4632888.725295488,1632327.2650291715,3500,2130826.4303759886,2257040.818703743,126214.38832775461,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
230,19.166666666666668,3009659.909047359,0.0,3479676.103534637,470016.19448727806,1000,4654716.5897528315,1645056.6807054721,3500,2146704.7960879514,2272302.455638002,125597.65955005097,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
231,19.25,3018785.946588479,0.0,3492459.680973823,473673.7343853441,1000,4676644.016937182,1657858.0703487033,3500,2162673.4213655153,2287650.3840863374,124976.96272082187,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
232,19.333333333333332,3027939.6565456586,0.0,3505291.6110914126,477351.954545754,1000,4698671.497455796,1670731.840910138,3500,2178732.8196440106,2303085.091953515,124352.27230950433,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
233,19.416666666666668,3037121.1228285474,0.0,3518172.0947262654,481050.9718977178,1000,4720799.524470558,1683678.4016420112,3500,2194883.507281715,2318607.069902986,123723.56262127095,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
234,19.5,3046330.4296012297,0.0,3531101.33363281,484770.9040315801,1000,4743028.593711759,1696698.1641105292,3500,2211126.00357651,2334216.811372483,123090.80779597301,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
235,19.583333333333332,3055567.6612829966,0.0,3544079.530485555,488511.86920255853,1000,4765359.20349195,1709791.5422089538,3500,2227460.830782632,2349914.8125897087,122453.98180707687,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
236,19.666666666666668,3064832.902549119,0.0,3557106.8888836224,492273.98633450293,1000,4787791.854719878,1722958.952170759,3500,2243888.514127515,2365701.572588108,121813.05846059333,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
237,19.75,3074126.238331625,0.0,3570183.6133553004,496057.3750236758,1000,4810327.050914489,1736200.812582864,3500,2260409.5818287344,2381577.5932227345,121168.0113940003,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
238,19.833333333333332,3083447.7538200757,0.0,3583309.90936263,499862.1555425543,1000,4832965.298219014,1749517.5443989385,3500,2277024.5651110443,2397543.379186203,120518.81407515846,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
239,19.916666666666668,3092797.534462351,0.0,3596485.9833060047,503688.44884365366,1000,4855707.1054151375,1762909.5709527864,3500,2293733.9982235124,2413599.4380247323,119865.43980121985,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
240,20.0,3102175.665965428,0.0,3609712.0425288007,507536.3765633723,1000,4878552.98393723,1776377.3179718016,3500,2310538.418456754,2429746.2801542836,119207.86169752962,7284.055862638994,10926.08379395849,2500,787.1481848409203,11000.0,12142.027931319497
241,20.083333333333332,3111582.23429617,0.0,3622988.2953220285,511406.0610258585,1000,4901503.447886674,1789921.2135905032,3500,2327438.3661602624,2445984.418876783,118546.05271652056,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
242,20.166666666666668,3121017.325682112,0.0,3636314.950929011,515297.62524689897,1000,4924559.014046257,1803541.6883641449,3500,2344434.3847598396,2462314.3703964404,117879.98563660061,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
243,20.25,3130481.026612253,0.0,3649692.2195500825,519211.1929378296,1000,4947720.201894655,1817239.1752824022,3500,2361527.020775126,2478736.653836159,117209.6330610332,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
244,20.333333333333332,3139973.423837848,0.0,3663120.312347316,523146.88850946823,1000,4970987.533620985,1831014.1097831374,3500,2378716.8238372286,2495251.791254039,116534.96741681025,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
245,20.416666666666668,3149494.6043732036,0.0,3676599.441449273,527104.8370760694,1000,4994361.534139445,1844866.9297662417,3500,2396004.3467064546,2511860.307659973,115855.9609535182,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
246,20.5,3159044.6554964753,0.0,3690129.8199557774,531085.1644593021,1000,5017842.731104031,1858798.075607556,3500,2413390.145290138,2528562.7310323347,115172.58574219643,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
247,20.583333333333332,3168623.6647504675,0.0,3703711.6619427167,535087.997192249,1000,5041431.6549233375,1872807.9901728702,3500,2430874.7786605773,2545359.592334766,114484.81367418858,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
248,20.666666666666668,3178231.7199434363,0.0,3717345.182466866,539113.4625234295,1000,5065128.838775438,1886897.118832002,3500,2448458.8090730673,2562251.4255330535,113792.61645998636,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
249,20.75,3187868.9091498945,0.0,3731030.5975707388,543161.6884208445,1000,5088934.818622849,1901065.9094729542,3500,2466142.8019840377,2579238.767612104,113095.9656280659,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
250,20.833333333333332,3197535.320711418,0.0,3744768.124287463,547232.8035760445,1000,5112850.133227572,1915314.8125161543,3500,2483927.326069298,2596322.158593015,112394.8325237167,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
251,20.916666666666668,3207231.0432374575,0.0,3758557.9806456785,551326.9374082208,1000,5136875.324166229,1929644.2809287715,3500,2501812.9532423783,2613502.1415502415,111689.188307863,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
252,21.0,3216956.1656061485,0.0,3772400.3856744682,555444.2200683198,1000,5161010.935845266,1944054.7702391178,3500,2519800.2586729843,2630779.2626288617,110979.00395587755,7429.736979891774,11144.605469837661,2500,641.4670675881398,11000.0,12214.868489945886
253,21.083333333333332,3226710.776965128,0.0,3786295.559408308,559584.78244318,1000,5185257.515516256,1958546.7385511284,3500,2537889.820805548,2648154.071061936,110264.25025638776,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
254,21.166666666666668,3236494.9667323497,0.0,3800243.722892043,563748.7561596932,1000,5209615.613291275,1973120.646558925,3500,2556082.2213778957,2665627.1191879697,109544.89781007422,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
255,21.25,3246308.824596906,0.0,3814245.098185895,567936.273588989,1000,5234085.782158366,1987776.9575614603,3500,2574378.045440007,2683198.9624684686,108820.91702846141,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
256,21.333333333333332,3256152.4405198484,0.0,3828299.9083704907,572147.4678506424,1000,5258668.577997096,2002516.137477247,3500,2592777.8813728993,2700870.1595056,108092.27813270062,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
257,21.416666666666668,3266025.9047350124,0.0,3842408.377551918,576382.4728169057,1000,5283364.559594181,2017338.6548591687,3500,2611282.320907604,2718641.272059949,107358.9511523452,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
258,21.5,3275929.307749845,0.0,3856570.73086681,580641.4231169646,1000,5308174.288659221,2032244.980909375,3500,2629891.959144259,2736512.8650683765,106620.90592411769,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
259,21.583333333333332,3285862.740346235,0.0,3870787.194487453,584924.4541412179,1000,5333098.329840496,2047235.5894942612,3500,2648607.394571309,2754485.506661978,105878.11209066922,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
260,21.666666666666668,3295826.293581344,0.0,3885057.995626925,589231.702045581,1000,5358137.250740876,2062310.957159532,3500,2667429.2290848144,2772559.7681841454,105130.53909933082,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
261,21.75,3305820.058788441,0.0,3899383.3625442563,593563.3037558149,1000,5383291.621933792,2077471.563145351,3500,2686358.0680078724,2790736.2242087293,104378.15620085673,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
262,21.833333333333332,3315844.127577741,0.0,3913763.52454962,597919.3969718788,1000,5408562.016979316,2092717.8894015749,3500,2705394.5201101443,2809015.4525583037,103620.9324481596,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
263,21.916666666666668,3325898.591837244,0.0,3928198.7120095515,602300.1201723075,1000,5433949.012440319,2108050.420603075,3500,2724539.197627499,2827398.0343225366,102858.83669503761,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
264,22.0,3335983.543733577,0.0,3942689.1563521903,606705.6126186134,1000,5459453.1878987225,2123469.6441651457,3500,2743792.7162817665,2845884.55387666,102091.83759489332,7578.331719489609,11367.497579234414,2500,492.87232799030517,11000.0,12289.165859744804
265,22.083333333333332,3346099.075712838,0.0,3957235.090072552,611136.0143597139,1000,5485075.125971835,2138976.0502589974,3500,2763155.695300605,2864475.5989000495,101319.90359944437,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
266,22.166666666666668,3356245.280501447,0.0,3971836.7467378303,615591.4662363831,1000,5510815.412328787,2154570.1318273395,3500,2782628.7574374797,2883171.760394905,100543.00295742575,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
267,22.25,3366422.251106992,0.0,3986494.3609927213,620072.1098857296,1000,5536674.635707044,2170252.384600052,3500,2802212.5289917556,2901973.6327050393,99761.10371328391,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
268,22.333333333333332,3376630.080819083,0.0,4001208.1685647815,624578.0877456986,1000,5562653.387929027,2186023.307109944,3500,2821907.639828908,2920881.81353477,98974.17370586227,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
269,22.416666666666668,3386868.863210208,0.0,4015978.4062698083,629109.5430596004,1000,5588752.263918808,2201883.4007086,3500,2841714.7234008457,2939896.903967924,98182.18056707841,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
270,22.5,3397138.6921365894,0.0,4030805.3120172527,633666.6198806635,1000,5614971.86171891,2217833.169582321,3500,2861634.4167663488,2959019.5084869415,97385.0917205927,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
271,22.583333333333332,3407439.6617390458,0.0,4045689.12481566,638249.4630766144,1000,5641312.782507194,2233873.120768149,3500,2881667.360611627,2978250.2349920953,96582.87438046835,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
272,22.666666666666668,3417771.8664438534,0.0,4060630.0847781366,642858.218334283,1000,5667775.630613842,2250003.7641699887,3500,2901814.1992709916,2997589.6948208143,95775.49554982287,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
273,22.75,3428135.400963613,0.0,4075628.433127846,647493.0321642334,1000,5694361.013538428,2266225.612574815,3500,2922075.580747648,3017038.502767119,94962.92201947085,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
274,22.833333333333332,3438530.360298117,0.0,4090684.412203539,652154.0519054219,1000,5721069.541967092,2282539.1816689745,3500,2942452.156734606,3036597.2771011638,94145.12036655794,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
275,22.916666666666668,3448956.8397352216,0.0,4105798.265465102,656841.4257298806,1000,5747901.8297898015,2298944.99005458,3500,2962944.5826357068,3056266.639588893,93322.05695318618,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
276,23.0,3459414.9348517186,0.0,4120970.2374991467,661555.3026474279,1000,5774858.494117714,2315443.5592659954,3500,2983553.5175867747,3076047.215511805,92493.69792503036,7729.898353879402,11594.847530819103,2500,341.3056936005123,11000.0,12364.949176939701
277,23.083333333333332,3469904.741514213,0.0,4136200.574024618,666295.8325104053,1000,5801940.155300629,2332035.4137864164,3500,3004279.6244768864,3095939.6336868317,91660.00920994548,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
278,23.166666666666668,3480426.3558800006,0.0,4151489.521898442,671063.1660184414,1000,5829147.436944543,2348721.0810645428,3500,3025123.569969762,3115944.5264863274,90820.95651656538,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
279,23.25,3490979.8743979507,0.0,4166837.329121193,675857.4547232422,1000,5856480.965929296,2365501.091531345,3500,3046086.0245252787,3136062.529858171,89976.50533289218,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
280,23.333333333333332,3501565.3938093893,0.0,4182244.2448427984,680678.8510334091,1000,5883941.372426318,2382375.978616929,3500,3067167.662421106,3156294.283345983,89126.6209248768,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
281,23.416666666666668,3512183.011148986,0.0,4197710.51936827,685527.508219284,1000,5911529.289916477,2399346.278767491,3500,3088369.1617744667,3176640.430109457,88271.26833499024,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
282,23.5,3522832.8237456437,0.0,4213236.404163465,690403.5804178215,1000,5939245.355208016,2416412.5314623723,3500,3109691.20456402,3197101.6169448057,87410.41238078567,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
283,23.583333333333332,3533514.929223391,0.0,4228822.151860881,695307.2226374891,1000,5967090.2084546,2433575.2792312084,3500,3131134.476651869,3217678.49430532,86544.01765345137,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
284,23.666666666666668,3544229.425502277,0.0,4244468.0162654715,700238.5907631944,1000,5995064.493173454,2450835.067671177,3500,3152699.6678056954,3238371.7163220495,85672.04851635426,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
285,23.75,3554976.4107992677,0.0,4260174.252360509,705197.8415612413,1000,6023168.856263609,2468192.445464341,3500,3174387.4717210215,3259181.9408245957,84794.46910357407,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
286,23.833333333333332,3565755.9836291485,0.0,4275941.116313461,710185.132684313,1000,6051403.94802424,2485647.964395092,3500,3196198.5860435953,3280109.8293620236,83911.24331842814,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
287,23.916666666666668,3576568.242805426,0.0,4291768.865481909,715200.6226764838,1000,6079770.422173116,2503202.17936769,3500,3218133.712391907,3301156.0472238935,83022.33483198665,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
288,24.0,3587413.287441233,0.0,4307657.758419492,720244.4709782595,1000,6108268.935865138,2520855.6484239046,3500,3240193.5563798314,3322321.2634614096,82127.70708157835,7884.4963209569905,11826.744481435486,2500,186.70772652292362,11000.0,12442.248160478495
289,24.083333333333332,3598291.2169502396,0.0,4323608.054881885,725316.8379316453,1000,6136900.149710994,2538608.932760755,3500,3262378.827639402,3343606.1509086885,81227.32326928669,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
290,24.166666666666668,3609202.1310475613,0.0,4339620.015832805,730417.8847852439,1000,6165664.727795912,2556462.59674835,3500,3284690.2398437127,3365011.3862041486,80321.14636043618,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
291,24.25,3620146.1297506755,0.0,4355693.903450056,735547.7736993807,1000,6194563.337698504,2574417.207947829,3500,3307128.510729952,3386537.649812021,79409.13908206913,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
292,24.333333333333332,3631123.3133803373,0.0,4371829.9811315965,740706.6677512593,1000,6223596.650509741,2592473.337129404,3500,3329694.362122567,3408185.6260439795,78491.26392141252,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
293,24.416666666666668,3642133.782561499,0.0,4388028.513501644,745894.7309401454,1000,6252765.3408520045,2610631.5582905053,3500,3352388.519956562,3429956.003080897,77567.48312433503,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
294,24.5,3653177.6382242334,0.0,4404289.766416814,751112.1281925805,1000,6282070.086898262,2628892.4486740283,3500,3375211.714300926,3451849.47299472,76637.75869379411,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
295,24.583333333333332,3664254.981604657,0.0,4420614.006972282,756359.0253676248,1000,6311511.57039134,2647256.588786683,3500,3398164.6793821976,3473866.7317704707,75702.05238827308,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
296,24.666666666666668,3675365.9142458616,0.0,4437001.503507991,761635.5892621295,1000,6341090.476663311,2665724.5624174494,3500,3421248.1536081634,3496008.4793283716,74760.3257202082,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
297,24.75,3686510.537998841,0.0,4453452.525614881,766941.9876160397,1000,6370807.494654976,2684296.956656135,3500,3444462.87959169,3518275.4195460957,73812.5399544056,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
298,24.833333333333332,3697688.9550234275,0.0,4469967.344141154,772278.3891177264,1000,6400663.316935467,2702974.3619120386,3500,3467809.604174696,3540668.2602811437,72858.65610644799,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
299,24.916666666666668,3708901.267789227,0.0,4486546.231198576,777644.9634093491,1000,6430658.639721945,2721757.3719327184,3500,3491289.0784522532,3563187.7133933445,71898.63494109118,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
300,25.0,3720147.5790765593,0.0,4503189.460168809,783041.881092249,1000,6460794.162899427,2740646.5838228683,3500,3514902.0577968364,3585834.4947674866,70932.43697065022,8042.186247376131,12063.279371064196,2500,29.017800103782974,11000.0,12521.093123688064
301,25.083333333333332,3731427.991977399,0.0,4519897.305709771,788469.3137323718,1000,6491070.590040698,2759642.5980632985,3500,3538517.475957856,3608477.498411231,69960.02245337522,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
302,25.166666666666668,3742742.609896322,0.0,4536670.043762044,793927.4338657223,1000,6521488.628426347,2778746.018530025,3500,3562267.177497769,3631248.5288895853,68981.35139181667,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
303,25.25,3754091.5365514513,0.0,4553507.9515553,799416.4150038486,1000,6552048.989064919,2797957.4525134675,3500,3586151.926553705,3654148.310084885,67996.38353118027,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
304,25.333333333333332,3765474.8759754105,0.0,4570411.307614769,804936.4316393586,1000,6582752.386713163,2817277.5107377525,3500,3610172.491614732,3677177.569972403,67005.07835767114,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
305,25.416666666666668,3776892.7325162753,0.0,4587380.391767742,810487.6592514667,1000,6613599.539896406,2836706.807380131,3500,3634329.6455466617,3700337.040643489,66007.39509682744,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
306,25.5,3788345.2108385307,0.0,4604415.4851501025,816070.2743115723,1000,6644591.170929031,2856245.9600905003,3500,3658624.1656170012,3723627.4583288445,65003.29271184324,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
307,25.583333333333332,3799832.4159240304,0.0,4621516.8702128995,821684.4542888696,1000,6675728.005935071,2875895.590011041,3500,3683056.833520046,3747049.5634219265,63992.72990188052,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
308,25.666666666666668,3811354.4530729596,0.0,4638684.830728949,827330.3776559896,1000,6707010.77486892,2895656.3217959614,3500,3707628.4354021135,3770604.100502484,62975.665100370454,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
309,25.75,3822911.427904799,0.0,4655919.651799473,833008.2238946735,1000,6738440.211536154,2915528.783631355,3500,3732339.7618869245,3794291.818360228,61952.056473303644,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
310,25.833333333333332,3834503.4463592954,0.0,4673221.619860774,838718.1735014783,1000,6770017.053614467,2935513.6072551715,3500,3757191.6081011263,3818113.4700186355,60921.86191750943,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
311,25.916666666666668,3846130.61469743,0.0,4690591.022690944,844460.4079935147,1000,6801742.042674729,2955611.427977299,3500,3782184.7736999635,3842069.8127588877,59885.03905892407,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
312,26.0,3857793.0395023935,0.0,4708028.149416611,850235.1099142176,1000,6833615.9242021525,2975822.884699759,3500,3807320.062893096,3866161.608143944,58841.545250847834,8203.029972323653,12304.54495848548,2368.174075156261,0.0,11000.0,12601.514986161827
313,26.083333333333332,3869490.8276805645,0.0,4725533.290519713,856042.462839149,1000,6865639.447617584,2996148.6199370194,3500,3832434.2238711133,3890225.561443304,57791.33757219083,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
314,26.166666666666668,3881224.0864624875,0.0,4743106.737844322,861882.6513818341,1000,6897813.366298905,3016589.279836417,3500,3857691.2030075067,3914425.5758332144,56734.37282570759,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
315,26.25,3892992.923403857,0.0,4760748.784603486,867755.8611996293,1000,6930138.437602557,3037145.5141987004,3500,3883091.8130866424,3938762.420622863,55670.60753622027,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
316,26.333333333333332,3904797.4463865026,0.0,4778459.725386128,873662.278999625,1000,6962615.422885189,3057817.976498686,3500,3908636.871522392,3963236.8694712226,54599.99794883041,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
317,26.416666666666668,3916637.763619379,0.0,4796239.85616396,879602.0925445807,1000,6995245.087525411,3078607.323906031,3500,3934327.2003845284,3987849.7004116476,53522.500027119226,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
318,26.5,3928513.983639558,0.0,4814089.474298451,885575.4906588937,1000,7028028.200945685,3099514.2173061264,3500,3960163.626425269,4012601.6958766053,52438.06945133628,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
319,26.583333333333332,3940426.215313221,0.0,4832008.878547823,891582.6632346018,1000,7060965.536634326,3120539.3213211047,3500,3986146.981105974,4037493.6427225503,51346.661616576544,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
320,26.666666666666668,3952374.5678366604,0.0,4849998.369074081,897623.8012374203,1000,7094057.87216763,3141683.304330969,3500,4012278.1006239923,4062526.332254938,50248.23163094567,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
321,26.75,3964359.150737278,0.0,4868058.24745009,903699.0967128121,1000,7127305.989232119,3162946.8384948405,3500,4038557.825939666,4087700.5602533794,49142.73431371352,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
322,26.833333333333332,3976380.073874591,0.0,4886188.816666684,909808.7427920932,1000,7160710.673646916,3184330.5997723243,3500,4064987.002803484,4113017.1269969395,48030.12419345576,8367.090571770126,12550.635857655188,2204.113475709788,0.0,11000.0,12683.545285885062
